Date,Country,City,Sessions,Users,Pageviews,BounceRate,AvgSessionDuration,Source,Medium,Device,Browser
2025-01-06,Canada,Toronto,325,608,2018,0.42,181,facebook,cpc,Mobile,Opera
2025-01-05,South Africa,Cape Town,979,418,1298,0.39,286,instagram,referral,Tablet,Edge
2025-01-05,India,Mumbai,662,780,1161,0.7,141,facebook,referral,Mobile,Opera
2025-01-05,USA,Los Angeles,457,420,1570,0.33,241,google,social,Mobile,Opera
2025-01-05,Canada,Toronto,823,533,1303,0.47,281,direct,email,Tablet,Brave
2025-01-05,Brazil,São Paulo,899,579,1372,0.35,276,linkedin,referral,Desktop,Brave
2025-01-05,USA,New York,518,882,2433,0.7,270,direct,referral,Desktop,Chrome
2025-01-05,Brazil,São Paulo,514,294,2918,0.51,269,google,cpc,Desktop,Chrome
2025-01-05,Australia,Sydney,774,586,2497,0.36,155,tiktok,social,Tablet,Chrome
2025-01-05,USA,Los Angeles,646,690,1495,0.57,77,instagram,referral,Desktop,Edge
2025-01-05,India,Mumbai,777,264,2144,0.45,73,instagram,referral,Tablet,Safari
2025-01-04,Germany,Berlin,575,340,2653,0.57,122,facebook,email,Mobile,Opera
2025-01-04,USA,New York,933,866,1000,0.52,251,email,social,Mobile,Brave
2025-01-04,Germany,Berlin,988,333,2104,0.53,223,instagram,referral,Desktop,Chrome
2025-01-04,France,Paris,601,474,2216,0.49,127,email,social,Desktop,Brave
2025-01-04,India,Mumbai,845,789,1727,0.65,103,email,organic,Mobile,Chrome
2025-01-04,Brazil,São Paulo,805,274,1845,0.32,283,instagram,cpc,Tablet,Firefox
2025-01-04,Australia,Sydney,882,346,2928,0.56,272,email,social,Tablet,Brave
2025-01-04,UK,London,679,760,2872,0.63,139,email,referral,Desktop,Edge
2025-01-04,Germany,Berlin,498,370,1149,0.45,101,direct,cpc,Mobile,Chrome
2025-01-04,Brazil,São Paulo,337,652,2438,0.43,268,google,organic,Tablet,Firefox
2025-01-03,Germany,Berlin,557,312,1537,0.43,197,instagram,referral,Mobile,Safari
2025-01-03,Germany,Berlin,978,778,1062,0.49,299,tiktok,organic,Tablet,Chrome
2025-01-03,South Africa,Cape Town,687,581,1004,0.48,63,direct,referral,Mobile,Safari
2025-01-03,France,Paris,692,727,1400,0.32,268,email,referral,Tablet,Edge
2025-01-03,France,Paris,954,553,2801,0.66,158,email,referral,Desktop,Edge
2025-01-03,USA,Los Angeles,768,534,2996,0.56,243,direct,organic,Tablet,Safari
2025-01-03,Australia,Sydney,865,469,1211,0.34,100,linkedin,organic,Mobile,Chrome
2025-01-03,India,Mumbai,458,789,1197,0.69,209,google,referral,Tablet,Brave
2025-01-03,USA,New York,932,776,1505,0.66,246,facebook,email,Desktop,Opera
2025-01-03,Germany,Berlin,890,448,2879,0.49,253,facebook,organic,Mobile,Edge
2025-01-02,India,Mumbai,882,359,2613,0.59,210,facebook,cpc,Mobile,Opera
2025-01-02,USA,Los Angeles,923,501,1717,0.38,238,instagram,email,Desktop,Edge
2025-01-02,France,Paris,425,789,1451,0.64,165,email,email,Mobile,Opera
2025-01-02,South Africa,Cape Town,302,395,2300,0.31,286,direct,cpc,Tablet,Chrome
2025-01-02,Brazil,São Paulo,360,797,2901,0.67,267,google,referral,Desktop,Firefox
2025-01-02,Germany,Berlin,587,667,2063,0.59,218,linkedin,organic,Desktop,Brave
2025-01-02,USA,Los Angeles,938,752,1000,0.56,277,facebook,cpc,Mobile,Firefox
2025-01-02,India,Mumbai,610,374,2393,0.61,179,direct,social,Mobile,Edge
2025-01-02,USA,Los Angeles,695,831,2116,0.32,91,tiktok,organic,Mobile,Opera
2025-01-02,South Africa,Cape Town,914,744,1821,0.31,93,direct,social,Mobile,Chrome
2025-01-01,UK,London,850,257,1724,0.56,68,direct,social,Tablet,Chrome
2025-01-01,UK,London,972,871,2156,0.54,286,direct,social,Mobile,Edge
2025-01-01,USA,New York,590,388,1822,0.59,277,tiktok,social,Tablet,Opera
2025-01-01,South Africa,Cape Town,381,709,1149,0.37,133,linkedin,social,Desktop,Safari
2025-01-01,USA,New York,703,482,1823,0.52,196,google,email,Tablet,Firefox
2025-01-01,Germany,Berlin,383,509,2007,0.45,282,tiktok,social,Tablet,Opera
2025-01-01,Brazil,São Paulo,518,772,2092,0.43,216,facebook,organic,Tablet,Edge
2025-01-01,Germany,Berlin,795,729,1040,0.6,192,instagram,email,Tablet,Edge
2025-01-01,France,Paris,730,409,2668,0.66,286,facebook,email,Mobile,Safari
2025-01-01,UK,London,979,804,2645,0.3,238,email,social,Tablet,Safari
2024-12-31,UK,London,989,779,2959,0.35,102,tiktok,email,Tablet,Edge
2024-12-31,France,Paris,386,337,1794,0.68,206,tiktok,organic,Mobile,Opera
2024-12-31,Australia,Sydney,964,709,2647,0.45,194,facebook,social,Tablet,Edge
2024-12-31,Brazil,São Paulo,790,402,2286,0.54,236,facebook,organic,Desktop,Safari
2024-12-31,USA,Los Angeles,969,837,1656,0.7,88,instagram,organic,Mobile,Firefox
2024-12-31,India,Mumbai,911,417,1360,0.43,298,facebook,referral,Mobile,Brave
2024-12-31,Brazil,São Paulo,573,391,1803,0.48,180,linkedin,organic,Mobile,Opera
2024-12-31,France,Paris,446,565,1576,0.55,116,direct,email,Tablet,Brave
2024-12-31,USA,Los Angeles,916,410,1004,0.49,157,google,cpc,Mobile,Safari
2024-12-31,UK,London,845,365,2654,0.55,248,google,cpc,Mobile,Firefox
2024-12-30,India,Mumbai,578,585,1089,0.51,133,instagram,organic,Tablet,Firefox
2024-12-30,France,Paris,588,754,1611,0.35,187,google,email,Mobile,Brave
2024-12-30,South Africa,Cape Town,343,705,2905,0.45,63,tiktok,cpc,Desktop,Firefox
2024-12-30,USA,Los Angeles,751,440,2647,0.34,125,tiktok,cpc,Tablet,Firefox
2024-12-30,USA,New York,584,281,2619,0.57,92,facebook,referral,Desktop,Brave
2024-12-30,India,Mumbai,689,760,2538,0.32,245,tiktok,cpc,Mobile,Safari
2024-12-30,France,Paris,393,275,2472,0.5,99,facebook,cpc,Desktop,Edge
2024-12-30,Australia,Sydney,741,311,2990,0.6,227,google,referral,Mobile,Opera
2024-12-30,Canada,Toronto,440,424,1291,0.34,236,direct,organic,Desktop,Safari
2024-12-30,India,Mumbai,599,303,2470,0.69,167,direct,social,Mobile,Brave
2024-12-29,India,Mumbai,820,731,1555,0.32,174,linkedin,cpc,Tablet,Opera
2024-12-29,Canada,Toronto,333,339,2019,0.58,234,facebook,social,Desktop,Edge
2024-12-29,Canada,Toronto,440,663,2431,0.53,62,facebook,cpc,Desktop,Safari
2024-12-29,USA,New York,402,549,2885,0.66,250,email,cpc,Mobile,Opera
2024-12-29,USA,New York,430,541,2031,0.43,129,tiktok,email,Tablet,Opera
2024-12-29,UK,London,414,483,2834,0.46,131,instagram,social,Tablet,Chrome
2024-12-29,Germany,Berlin,736,783,1139,0.37,222,email,referral,Mobile,Chrome
2024-12-29,Canada,Toronto,374,716,2941,0.42,280,facebook,email,Tablet,Brave
2024-12-29,USA,New York,389,893,1901,0.43,295,email,cpc,Mobile,Safari
2024-12-29,USA,New York,585,490,1440,0.66,278,instagram,referral,Mobile,Edge
2024-12-28,Brazil,São Paulo,566,639,1766,0.52,271,tiktok,referral,Mobile,Opera
2024-12-28,France,Paris,688,758,2044,0.68,126,instagram,cpc,Mobile,Firefox
2024-12-28,Australia,Sydney,397,642,1784,0.6,252,linkedin,social,Desktop,Edge
2024-12-28,South Africa,Cape Town,852,431,2550,0.44,267,direct,organic,Mobile,Edge
2024-12-28,UK,London,407,332,1312,0.41,60,direct,cpc,Desktop,Chrome
2024-12-28,India,Mumbai,947,477,1793,0.67,241,instagram,cpc,Mobile,Edge
2024-12-28,France,Paris,691,668,2854,0.64,129,linkedin,organic,Desktop,Chrome
2024-12-28,Canada,Toronto,764,588,2426,0.5,231,facebook,social,Mobile,Brave
2024-12-28,Canada,Toronto,975,505,2631,0.48,282,instagram,organic,Desktop,Chrome
2024-12-28,UK,London,574,781,1909,0.36,70,tiktok,email,Mobile,Brave
2024-12-27,India,Mumbai,816,733,1542,0.36,290,tiktok,email,Desktop,Chrome
2024-12-27,France,Paris,956,471,1454,0.33,158,tiktok,social,Mobile,Brave
2024-12-27,UK,London,862,539,1026,0.66,90,tiktok,cpc,Desktop,Opera
2024-12-27,Australia,Sydney,425,765,2080,0.31,186,tiktok,organic,Desktop,Chrome
2024-12-27,USA,Los Angeles,951,442,2077,0.68,64,tiktok,organic,Desktop,Opera
2024-12-27,USA,Los Angeles,407,796,2183,0.31,239,tiktok,cpc,Tablet,Firefox
2024-12-27,Germany,Berlin,769,653,2684,0.54,265,instagram,email,Desktop,Chrome
2024-12-27,India,Mumbai,913,859,2692,0.35,63,linkedin,social,Mobile,Edge
2024-12-27,Australia,Sydney,325,432,1815,0.59,85,facebook,email,Tablet,Chrome
2024-12-27,Canada,Toronto,733,517,2907,0.63,116,google,social,Mobile,Edge
2024-12-26,France,Paris,437,712,1271,0.45,146,email,referral,Mobile,Safari
2024-12-26,Canada,Toronto,807,680,2231,0.66,99,facebook,cpc,Tablet,Firefox
2024-12-26,UK,London,412,864,2767,0.42,266,email,organic,Tablet,Opera
2024-12-26,Brazil,São Paulo,689,442,2648,0.51,95,instagram,email,Tablet,Opera
2024-12-26,USA,Los Angeles,307,356,1129,0.6,159,email,cpc,Mobile,Chrome
2024-12-26,France,Paris,478,424,2127,0.45,264,linkedin,social,Desktop,Safari
2024-12-26,Brazil,São Paulo,915,335,1843,0.31,123,linkedin,organic,Tablet,Opera
2024-12-26,UK,London,364,530,1285,0.62,132,google,social,Mobile,Chrome
2024-12-26,USA,New York,953,555,2642,0.52,161,instagram,organic,Mobile,Edge
2024-12-26,Canada,Toronto,850,348,2493,0.38,171,email,cpc,Tablet,Brave
2024-12-25,Australia,Sydney,347,369,1263,0.61,241,email,referral,Desktop,Opera
2024-12-25,USA,Los Angeles,328,264,2602,0.66,185,google,organic,Mobile,Safari
2024-12-25,Germany,Berlin,303,641,2429,0.45,222,google,referral,Mobile,Chrome
2024-12-25,South Africa,Cape Town,421,285,2714,0.54,95,google,cpc,Mobile,Opera
2024-12-25,Australia,Sydney,371,836,1611,0.69,134,linkedin,social,Tablet,Brave
2024-12-25,Germany,Berlin,548,323,1698,0.51,203,facebook,referral,Tablet,Opera
2024-12-25,USA,New York,613,397,1773,0.68,171,linkedin,cpc,Tablet,Firefox
2024-12-25,South Africa,Cape Town,597,428,1651,0.45,216,google,referral,Mobile,Opera
2024-12-25,Canada,Toronto,340,828,1357,0.39,67,facebook,referral,Desktop,Opera
2024-12-25,Germany,Berlin,722,400,2727,0.45,213,email,email,Tablet,Chrome
2024-12-24,USA,New York,920,440,1550,0.36,281,tiktok,cpc,Mobile,Opera
2024-12-24,Germany,Berlin,966,320,2402,0.59,147,tiktok,organic,Desktop,Brave
2024-12-24,USA,Los Angeles,742,565,1350,0.5,243,email,social,Desktop,Firefox
2024-12-24,Canada,Toronto,821,611,1868,0.35,222,email,referral,Tablet,Firefox
2024-12-24,UK,London,777,500,1213,0.66,95,email,email,Tablet,Chrome
2024-12-24,India,Mumbai,371,687,1976,0.37,285,facebook,cpc,Mobile,Firefox
2024-12-24,Australia,Sydney,526,418,2312,0.41,158,direct,social,Tablet,Safari
2024-12-24,UK,London,408,889,1082,0.56,136,tiktok,cpc,Desktop,Chrome
2024-12-24,Australia,Sydney,541,430,1293,0.52,181,google,social,Mobile,Safari
2024-12-24,UK,London,750,544,1034,0.66,297,tiktok,email,Desktop,Edge
2024-12-23,USA,New York,525,613,2549,0.41,102,email,email,Mobile,Firefox
2024-12-23,France,Paris,721,281,1166,0.7,201,google,social,Desktop,Edge
2024-12-23,South Africa,Cape Town,763,418,1833,0.52,231,linkedin,cpc,Mobile,Opera
2024-12-23,USA,New York,759,379,1341,0.45,196,tiktok,social,Desktop,Safari
2024-12-23,France,Paris,839,639,1903,0.33,111,tiktok,organic,Mobile,Safari
2024-12-23,Australia,Sydney,612,621,1639,0.69,140,tiktok,referral,Tablet,Opera
2024-12-23,Germany,Berlin,721,367,2976,0.6,121,facebook,social,Tablet,Opera
2024-12-23,South Africa,Cape Town,300,768,1132,0.31,92,facebook,organic,Mobile,Firefox
2024-12-23,South Africa,Cape Town,900,416,1430,0.36,153,linkedin,referral,Mobile,Safari
2024-12-23,Germany,Berlin,694,619,1451,0.58,106,email,cpc,Tablet,Opera
2024-12-22,France,Paris,725,892,2859,0.48,99,instagram,referral,Mobile,Opera
2024-12-22,India,Mumbai,506,798,1013,0.62,163,linkedin,referral,Tablet,Opera
2024-12-22,USA,Los Angeles,682,405,2210,0.44,242,google,social,Mobile,Opera
2024-12-22,Canada,Toronto,364,467,2654,0.34,139,facebook,email,Desktop,Safari
2024-12-22,USA,Los Angeles,782,263,1827,0.51,61,linkedin,cpc,Desktop,Edge
2024-12-22,Brazil,São Paulo,968,558,2377,0.32,213,instagram,referral,Desktop,Chrome
2024-12-22,Australia,Sydney,418,897,1297,0.57,268,instagram,cpc,Mobile,Safari
2024-12-22,USA,New York,908,593,2729,0.4,102,email,email,Tablet,Brave
2024-12-22,Brazil,São Paulo,959,471,1333,0.68,275,google,social,Tablet,Safari
2024-12-22,Germany,Berlin,512,681,1332,0.57,272,direct,referral,Tablet,Safari
2024-12-21,South Africa,Cape Town,385,756,1856,0.42,219,instagram,email,Tablet,Edge
2024-12-21,Australia,Sydney,898,440,1612,0.56,83,linkedin,cpc,Desktop,Chrome
2024-12-21,UK,London,840,581,1695,0.52,79,facebook,referral,Desktop,Firefox
2024-12-21,Canada,Toronto,674,669,1305,0.45,133,instagram,social,Desktop,Chrome
2024-12-21,Australia,Sydney,452,330,1900,0.38,230,direct,email,Desktop,Opera
2024-12-21,Germany,Berlin,400,547,2225,0.47,275,tiktok,referral,Tablet,Chrome
2024-12-21,USA,New York,841,610,2405,0.4,208,direct,cpc,Desktop,Opera
2024-12-21,India,Mumbai,584,508,2789,0.31,77,linkedin,email,Mobile,Brave
2024-12-21,Australia,Sydney,655,677,2591,0.41,66,linkedin,social,Desktop,Safari
2024-12-21,USA,New York,432,416,2280,0.31,295,instagram,organic,Desktop,Chrome
2024-12-20,South Africa,Cape Town,814,369,1415,0.46,286,linkedin,cpc,Desktop,Brave
2024-12-20,UK,London,633,765,1112,0.52,237,direct,organic,Tablet,Edge
2024-12-20,UK,London,967,728,1340,0.5,116,instagram,referral,Mobile,Safari
2024-12-20,Australia,Sydney,783,441,1268,0.43,84,tiktok,social,Tablet,Brave
2024-12-20,Canada,Toronto,854,809,1513,0.61,281,instagram,organic,Tablet,Firefox
2024-12-20,UK,London,909,388,2269,0.59,270,linkedin,cpc,Desktop,Firefox
2024-12-20,USA,New York,734,797,2825,0.65,78,google,cpc,Mobile,Brave
2024-12-20,Brazil,São Paulo,852,736,1814,0.38,232,facebook,cpc,Desktop,Opera
2024-12-20,Canada,Toronto,873,371,1601,0.39,75,instagram,social,Tablet,Brave
2024-12-20,Australia,Sydney,589,497,2443,0.54,142,instagram,social,Mobile,Brave
2024-12-19,South Africa,Cape Town,866,776,2143,0.41,173,email,cpc,Tablet,Opera
2024-12-19,France,Paris,886,864,1625,0.43,262,direct,cpc,Tablet,Edge
2024-12-19,India,Mumbai,752,775,1115,0.56,186,email,email,Desktop,Opera
2024-12-19,USA,New York,926,352,1789,0.47,74,tiktok,organic,Mobile,Brave
2024-12-19,Brazil,São Paulo,996,461,1723,0.45,224,linkedin,social,Mobile,Edge
2024-12-19,Australia,Sydney,796,312,2489,0.38,65,linkedin,cpc,Mobile,Edge
2024-12-19,Australia,Sydney,336,800,1255,0.38,128,email,organic,Desktop,Brave
2024-12-19,UK,London,547,740,2428,0.66,244,instagram,cpc,Desktop,Opera
2024-12-19,Brazil,São Paulo,891,623,1872,0.55,204,direct,referral,Tablet,Edge
2024-12-19,UK,London,818,291,1217,0.43,150,direct,organic,Desktop,Safari
2024-12-18,UK,London,496,427,1549,0.69,150,google,social,Tablet,Chrome
2024-12-18,UK,London,502,541,2678,0.47,145,direct,email,Tablet,Brave
2024-12-18,Brazil,São Paulo,778,543,1059,0.62,184,direct,email,Mobile,Brave
2024-12-18,Germany,Berlin,481,383,2682,0.58,163,tiktok,email,Desktop,Brave
2024-12-18,India,Mumbai,564,538,1215,0.66,281,facebook,social,Desktop,Safari
2024-12-18,USA,New York,725,363,2214,0.5,92,instagram,cpc,Tablet,Opera
2024-12-18,South Africa,Cape Town,393,296,1290,0.59,281,email,email,Mobile,Safari
2024-12-18,UK,London,801,528,1061,0.59,103,google,referral,Tablet,Opera
2024-12-18,USA,New York,553,830,1170,0.39,155,email,organic,Mobile,Safari
2024-12-18,Canada,Toronto,767,741,1402,0.37,89,instagram,organic,Desktop,Chrome
2024-12-17,France,Paris,334,263,2294,0.66,180,email,organic,Mobile,Opera
2024-12-17,Germany,Berlin,729,360,2460,0.63,60,tiktok,referral,Mobile,Edge
2024-12-17,France,Paris,355,624,2785,0.46,270,tiktok,organic,Mobile,Brave
2024-12-17,France,Paris,410,518,2038,0.43,186,direct,email,Desktop,Opera
2024-12-17,Australia,Sydney,696,428,1576,0.52,202,email,referral,Mobile,Brave
2024-12-17,Australia,Sydney,300,508,1943,0.44,127,linkedin,referral,Tablet,Edge
2024-12-17,Brazil,São Paulo,474,483,1729,0.55,104,google,referral,Tablet,Safari
2024-12-17,UK,London,830,710,1127,0.36,276,email,email,Tablet,Brave
2024-12-17,USA,Los Angeles,928,597,2081,0.66,273,tiktok,email,Tablet,Safari
2024-12-17,India,Mumbai,431,258,2733,0.46,190,direct,cpc,Tablet,Edge
2024-12-16,Germany,Berlin,412,561,1917,0.4,251,facebook,email,Desktop,Chrome
2024-12-16,USA,Los Angeles,347,699,2169,0.32,115,tiktok,social,Tablet,Opera
2024-12-16,Australia,Sydney,886,729,1745,0.55,201,google,email,Tablet,Brave
2024-12-16,USA,New York,531,598,2802,0.35,292,google,email,Mobile,Opera
2024-12-16,India,Mumbai,637,432,2829,0.6,193,direct,email,Mobile,Brave
2024-12-16,UK,London,482,633,1842,0.69,197,linkedin,email,Desktop,Opera
2024-12-16,USA,New York,401,294,1939,0.61,244,linkedin,cpc,Mobile,Edge
2024-12-16,USA,New York,673,336,2703,0.35,254,google,referral,Mobile,Opera
2024-12-16,USA,New York,731,655,2559,0.62,157,google,cpc,Desktop,Edge
2024-12-16,Australia,Sydney,634,497,1817,0.41,116,email,email,Tablet,Chrome
2024-12-15,South Africa,Cape Town,386,638,2478,0.37,159,instagram,organic,Tablet,Brave
2024-12-15,South Africa,Cape Town,965,703,2959,0.6,275,direct,email,Mobile,Opera
2024-12-15,India,Mumbai,318,516,1725,0.44,217,tiktok,email,Mobile,Edge
2024-12-15,India,Mumbai,313,539,1080,0.65,212,email,email,Desktop,Brave
2024-12-15,South Africa,Cape Town,656,880,2462,0.55,204,direct,social,Mobile,Brave
2024-12-15,France,Paris,724,699,1426,0.4,245,direct,referral,Mobile,Safari
2024-12-15,Canada,Toronto,656,648,2664,0.55,244,tiktok,organic,Mobile,Firefox
2024-12-15,USA,New York,399,571,1576,0.68,237,facebook,cpc,Mobile,Firefox
2024-12-15,Brazil,São Paulo,527,346,2000,0.69,114,google,organic,Tablet,Safari
2024-12-15,USA,New York,321,727,1456,0.37,169,email,social,Tablet,Safari
2024-12-14,USA,Los Angeles,664,354,1792,0.39,221,direct,cpc,Desktop,Chrome
2024-12-14,South Africa,Cape Town,943,757,2489,0.47,118,instagram,email,Desktop,Firefox
2024-12-14,Brazil,São Paulo,475,503,2388,0.4,257,email,cpc,Tablet,Opera
2024-12-14,Germany,Berlin,460,591,2272,0.33,223,tiktok,social,Tablet,Edge
2024-12-14,Canada,Toronto,713,686,1412,0.37,108,direct,cpc,Desktop,Brave
2024-12-14,South Africa,Cape Town,878,311,2617,0.58,139,instagram,referral,Desktop,Opera
2024-12-14,France,Paris,910,587,2359,0.65,193,linkedin,organic,Tablet,Edge
2024-12-14,India,Mumbai,694,894,2691,0.44,78,tiktok,cpc,Desktop,Safari
2024-12-14,Germany,Berlin,368,515,2197,0.54,143,linkedin,cpc,Tablet,Safari
2024-12-14,USA,Los Angeles,965,269,2539,0.45,275,email,cpc,Mobile,Safari
2024-12-13,France,Paris,944,250,2840,0.41,159,direct,cpc,Desktop,Firefox
2024-12-13,Australia,Sydney,937,455,2785,0.43,73,instagram,referral,Tablet,Firefox
2024-12-13,France,Paris,964,405,2969,0.31,288,linkedin,cpc,Desktop,Chrome
2024-12-13,UK,London,550,303,1095,0.51,83,direct,email,Tablet,Edge
2024-12-13,Australia,Sydney,432,888,1627,0.46,200,facebook,organic,Tablet,Firefox
2024-12-13,UK,London,570,317,1343,0.5,61,instagram,social,Tablet,Chrome
2024-12-13,Canada,Toronto,329,798,1027,0.69,219,linkedin,cpc,Desktop,Opera
2024-12-13,USA,New York,910,384,1623,0.33,144,tiktok,email,Mobile,Safari
2024-12-13,UK,London,642,392,2216,0.62,214,instagram,organic,Desktop,Safari
2024-12-13,France,Paris,873,366,2169,0.46,291,tiktok,email,Desktop,Safari
2024-12-12,India,Mumbai,732,893,2150,0.32,135,google,referral,Mobile,Chrome
2024-12-12,USA,New York,895,791,2134,0.57,293,email,social,Tablet,Opera
2024-12-12,UK,London,949,779,1949,0.38,78,linkedin,email,Tablet,Opera
2024-12-12,South Africa,Cape Town,911,760,2772,0.5,257,direct,email,Tablet,Brave
2024-12-12,India,Mumbai,496,403,2001,0.34,260,facebook,cpc,Desktop,Edge
2024-12-12,USA,Los Angeles,916,308,1856,0.37,104,instagram,cpc,Mobile,Opera
2024-12-12,Brazil,São Paulo,840,764,1060,0.37,83,google,cpc,Desktop,Opera
2024-12-12,Germany,Berlin,507,275,2184,0.68,281,direct,organic,Tablet,Chrome
2024-12-12,Brazil,São Paulo,924,603,1060,0.61,203,tiktok,cpc,Tablet,Chrome
2024-12-12,South Africa,Cape Town,711,331,1541,0.32,286,direct,organic,Mobile,Opera
2024-12-11,USA,New York,316,315,1389,0.44,208,linkedin,referral,Desktop,Chrome
2024-12-11,France,Paris,801,326,1840,0.47,289,tiktok,organic,Mobile,Chrome
2024-12-11,UK,London,357,558,1947,0.39,97,facebook,referral,Tablet,Safari
2024-12-11,India,Mumbai,768,514,1266,0.47,69,direct,organic,Mobile,Edge
2024-12-11,Brazil,São Paulo,894,817,1374,0.32,125,email,social,Desktop,Firefox
2024-12-11,USA,Los Angeles,323,476,1139,0.49,263,facebook,referral,Tablet,Safari
2024-12-11,Germany,Berlin,651,259,1292,0.63,230,linkedin,organic,Mobile,Firefox
2024-12-11,India,Mumbai,850,673,2563,0.32,107,google,organic,Desktop,Brave
2024-12-11,Brazil,São Paulo,599,872,1905,0.33,277,google,social,Desktop,Brave
2024-12-11,Germany,Berlin,909,659,1825,0.35,248,tiktok,social,Mobile,Safari
2024-12-10,Australia,Sydney,667,353,1620,0.31,228,tiktok,organic,Desktop,Opera
2024-12-10,USA,Los Angeles,1000,409,2255,0.51,152,tiktok,organic,Mobile,Chrome
2024-12-10,USA,Los Angeles,829,366,2865,0.3,102,facebook,email,Tablet,Safari
2024-12-10,India,Mumbai,636,510,1442,0.44,88,instagram,email,Tablet,Firefox
2024-12-10,Australia,Sydney,308,694,2416,0.5,107,linkedin,referral,Mobile,Safari
2024-12-10,South Africa,Cape Town,708,656,2678,0.44,195,facebook,organic,Tablet,Safari
2024-12-10,South Africa,Cape Town,325,292,2822,0.65,240,email,cpc,Tablet,Edge
2024-12-10,Brazil,São Paulo,540,339,1038,0.32,96,instagram,cpc,Desktop,Edge
2024-12-10,USA,Los Angeles,711,314,1724,0.67,181,linkedin,organic,Desktop,Safari
2024-12-10,Brazil,São Paulo,578,807,2930,0.37,112,tiktok,organic,Tablet,Safari
2024-12-09,Brazil,São Paulo,510,420,2767,0.57,239,linkedin,social,Tablet,Firefox
2024-12-09,Brazil,São Paulo,623,555,1343,0.6,143,email,cpc,Mobile,Chrome
2024-12-09,USA,New York,306,874,1088,0.34,293,facebook,cpc,Tablet,Brave
